Case ID,Interaction ID,Channel Type,Subject,Reason,Type,Open Date,Closed Date,Case Status,Neighbourhood,Ward,Geometry
173365f5953780970d9387b4ce98e8dbc5bfef27d35a52800f5fe99f563e0720,101014551427,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,04/29/2022 08:35:00 AM,01/10/2024 10:15:00 AM,Closed,West Broadway,Fort Rouge - East Fort Garry,POINT (-97.15610413704 49.883821375843)
c87dc08f154bd80df73b2334fd4b310317e913260d244a4cd6bc94af48997ac7,101014611390,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/29/2022 11:53:00 AM,01/11/2024 08:50:00 AM,Closed,Deer Lodge,St. James,POINT (-97.236538370079 49.882701068344)
b5c9f02dc23fff65048cd62c710b29fd2091dcb21ef227206c9591aea72b4509,101014244595,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,11/02/2021 11:32:00 AM,11/07/2022 01:54:35 PM,Closed,Wolseley,Daniel McIntyre,POINT (-97.189189493465 49.881376329812)
4e96d7a31b1590becd8caf01cd76e8bcefb9442df9c00e25a033a194021cb9ea,101015444593,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/19/2023 12:46:00 PM,11/08/2023 08:18:00 AM,Closed,Rockwood,River Heights - Fort Garry,POINT (-97.16076494386 49.866764205137)
9b34045814514699f401cbda361bcb58e94e35b36e616eb24415f851572e1e16,101016101028,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/13/2024 04:46:00 PM,07/15/2024 09:36:00 AM,Closed,Linden Woods,River Heights - Fort Garry,POINT (-97.184682670647 49.837191710998)
5c51cb1af6274ebf458296b9a7c8083adee76f5a49e54b3d65bf3feab2f904b1,101016002592,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,06/03/2024 07:23:00 AM,06/03/2024 02:21:00 PM,Closed,,,
35d825601d4ce5af9ac51b67765395324506a4a927279b789e62e581876609e4,101015867358,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,04/03/2024 04:52:00 PM,07/17/2024 11:39:00 AM,Closed,Riverbend,North Kildonan,POINT (-97.091359957153 49.959969493196)
e1765bd750365ae9555fc8d371cef188b1f499df0329ef054b8cf9b73f5efe68,101015944418,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/07/2024 05:40:00 PM,07/18/2024 08:03:00 AM,Closed,Robertson,Mynarski,POINT (-97.157141484526 49.929614675451)
1345564287319e3d145be16476773746b6108991b288a8e7bef0b6aeaa5a7702,101014689792,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/06/2022 01:50:00 PM,01/10/2024 10:53:00 AM,Closed,Point Road,Fort Rouge - East Fort Garry,POINT (-97.149191507501 49.851248572612)
5c010f2de5512d2db95716ac58d5865de7ef15976eeb65890c5429b3c574ec17,101016693985,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/06/2025 10:23:00 AM,06/06/2025 05:17:00 PM,Closed,Pulberry,St. Vital,POINT (-97.12809862476901 49.835902606429656)
1fe8226a14acd36f154f02d8253ab5bdd6060aff17540cdbb7887d78bf7695aa,101014876947,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,10/18/2022 09:13:00 AM,11/25/2022 09:36:00 AM,Closed,Rockwood,River Heights - Fort Garry,POINT (-97.167910097263 49.860698215863)
8bf6a42e9297ca35ce5c9348d01f7ceddec9e9548eedad86bee67022ebd13ae4,101014905794,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,11/03/2022 02:08:00 PM,12/08/2022 02:07:00 PM,Closed,North River Heights,River Heights - Fort Garry,POINT (-97.191273294958 49.868280411526)
00296d9f23cec729361041491b824b76fe25922662afc4563694fd762fa2167b,101010473639,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/18/2017 03:23:00 PM,05/29/2017 12:59:16 PM,Closed,South Point Douglas,Point Douglas,POINT (-97.126513408872 49.901259163372)
001650a42de55c8290823ad66844aa5f9802433c34fec29ef3eca19bf37421f8,101007156092,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,04/10/2014 07:33:56 PM,10/30/2014 02:25:07 PM,Closed,Tuxedo,Charleswood - Tuxedo - Westwood,POINT (-97.21870815786 49.860782321627)
004da7565821292daaa0e5fe92bfd31bd4fa7618e09db35d11aa543ae61d3096,101010977781,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,11/19/2017 03:52:00 PM,11/23/2017 08:42:13 AM,Closed,Royalwood,St. Vital,POINT (-97.080614021434 49.835350199405)
007ba7d256b9ba8786336a0f65119dc772cd73abf095d7f7470c1b7c004f2412,101006371670,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,09/11/2013 02:42:59 PM,11/22/2013 09:43:59 AM,Closed,Weston Shops,Point Douglas,POINT (-97.17326732257 49.924121380053)
01118fe49a88f2a82b038994b0b709a9d3607a673436aad149e4d71856a0504b,101008843226,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,09/28/2015 04:24:00 PM,11/20/2015 08:09:34 AM,Closed,Earl Grey,Fort Rouge - East Fort Garry,POINT (-97.152326232278 49.870581293621)
041146ac89ca56860d6b377d784deec5cc0bea243cefcd8c62e51ee4cefec43d,101011496727,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,06/26/2018 12:47:00 PM,06/26/2018 03:41:43 PM,Closed,Minnetonka,St. Vital,POINT (-97.137138924867 49.821183310226)
04b53f7b17a25c9d1bffa6383e6a8c5eb2f4ef30f938a0159e584deb60382b75,101008595275,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,06/30/2015 12:00:00 PM,07/22/2015 01:40:39 PM,Closed,Sargent Park,Daniel McIntyre,POINT (-97.179222002535 49.89683781034)
05e8bbd5e7d10ce44416d507123ae493b4b35c3ac08215006262fb55087ed829,101008507808,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/31/2015 07:44:00 PM,08/13/2015 08:57:25 AM,Closed,Minto,Daniel McIntyre,POINT (-97.175649899426 49.893237895151)
05e8bbd5e7d10ce44416d507123ae493b4b35c3ac08215006262fb55087ed829,101008531522,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/31/2015 07:44:00 PM,08/13/2015 08:57:25 AM,Closed,Minto,Daniel McIntyre,POINT (-97.176354819048 49.893076159893)
069f190f9c03537382850c65a3b331958e04936481175054cee2a42785842cb3,101008786095,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,09/06/2015 03:47:00 PM,09/28/2016 09:42:43 AM,Closed,Luxton,Mynarski,POINT (-97.116235961874 49.923211758205)
09f4b74966b884e0c90249cc00d40ac7c660ec9848e3b20ad55be92408bcd092,101012541965,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/16/2019 08:11:00 AM,11/04/2020 01:51:00 PM,Closed,Mcmillan,Fort Rouge - East Fort Garry,POINT (-97.153847101504 49.871733286682)
09f4b74966b884e0c90249cc00d40ac7c660ec9848e3b20ad55be92408bcd092,101012585027,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/16/2019 08:11:00 AM,11/04/2020 01:51:00 PM,Closed,Mcmillan,Fort Rouge - East Fort Garry,POINT (-97.152581609038 49.87172534226)
0b0d9d65f99857b57a62154d48d3a8ab68fa905b4d85b7be1323e7f4fedb59ab,101010789693,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,09/05/2017 02:35:00 PM,09/22/2017 10:59:03 AM,Closed,Minnetonka,St. Vital,POINT (-97.127824275115 49.822952725691)
0b71ce46cc932a1e3790fddd9e50b653259f94f5e806cb6877325b5703d08820,101013461656,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/03/2020 10:23:00 AM,08/26/2020 09:05:00 AM,Closed,Garden City,Old Kildonan,POINT (-97.146259699433 49.939580988516)
0d03d7433de5ce12f0c31fb3c89ecaa0b88cb0077285a6b9248e4e1ad960400b,101013488953,Self Service,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/09/2020 04:34:00 PM,08/12/2020 07:28:00 AM,Closed,Glenelm,Elmwood - East Kildonan,POINT (-97.116707356197 49.916418036296)
0d03d7433de5ce12f0c31fb3c89ecaa0b88cb0077285a6b9248e4e1ad960400b,101013477494,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/09/2020 04:34:00 PM,08/12/2020 07:28:00 AM,Closed,Glenelm,Elmwood - East Kildonan,POINT (-97.117009104529 49.917418088874)
0d50fc5cbabf697e1a3891ed0c300384b4f9a7737ae89f421deb9aca1dfe100e,101008862254,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,10/05/2015 07:21:00 PM,08/16/2016 02:43:53 PM,Closed,William Whyte,Mynarski,POINT (-97.137589188293 49.914561732599)
0d8ec1eb6959709ef8a8f5a38c3454962406f6b952cef36304df8838562716a2,101012583204,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/28/2019 09:12:00 AM,08/28/2019 02:58:00 PM,Closed,Canterbury Park,Transcona,POINT (-96.969655197739 49.894928649135)
0ddadbe6f1f85d1003d96010082aac2b41df70b0500b55c5eb6a477c9a43200e,101010504988,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/29/2017 06:06:00 PM,05/30/2017 10:10:16 AM,Closed,Glenelm,Elmwood - East Kildonan,POINT (-97.121000539931 49.918922747475)
0f394d22f4855c41f64d93b4bc1b91f173b9ff9ae9cc5faa440902ae0d430fda,101012278123,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/18/2019 04:23:00 PM,05/21/2019 03:28:12 PM,Closed,Maybank,River Heights - Fort Garry,POINT (-97.157734415973 49.838761711722)
103a499fe9945655bf6a6188369b78a543ec9d18aa0a2f15efd2d06d1288cbbf,101012435902,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/13/2019 01:59:00 PM,07/18/2019 11:16:00 AM,Closed,Riverbend,North Kildonan,POINT (-97.106936066884 49.958376551647)
110de20489c03e36bbbf0032e16dca84fcea27d79af754d15e59651d48654ed0,101009457528,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/11/2016 06:48:00 PM,05/20/2016 09:49:30 AM,Closed,Meadows,Transcona,POINT (-97.029741971247 49.909203404634)
1170f0bdeaca92db916091ff3320c8b5d78364da97737ff1aa86d3d9abd74452,101006065895,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,06/25/2013 09:36:34 AM,07/17/2013 03:24:03 PM,Closed,Riverbend,North Kildonan,POINT (-97.093977407233 49.962476011427)
1180c877f7990ec050501bafb20c9c903a25ce50026eff08ddae564d1e6c341f,101009476308,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/18/2016 09:55:00 PM,05/19/2016 12:19:30 PM,Closed,Crescent Park,Fort Rouge - East Fort Garry,POINT (-97.139015747439 49.845802533961)
117a5135f23afa64ce2cb5eab44a79bc6e42d42e232239837a348ec1b0281109,101007619658,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,09/02/2014 02:23:00 PM,09/03/2014 01:54:01 PM,Closed,Jefferson,Mynarski,POINT (-97.126490879286 49.934485885635)
1183a9dca885959da1c5bb88a1f1312d56bfcbf9e799f79f7b10027d34bf62b9,101009477101,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/19/2016 10:33:00 AM,05/19/2016 11:36:40 AM,Closed,Royalwood,St. Vital,POINT (-97.07757193833 49.826804266094)
121786ecc7a9e1d482c6f62e578af5ccdd836d19665ed12d40ec02f8f68c3097,101010683174,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/27/2017 03:14:00 PM,08/01/2017 11:28:26 AM,Closed,Lord Roberts,Fort Rouge - East Fort Garry,POINT (-97.140849377438 49.856252746591)
121786ecc7a9e1d482c6f62e578af5ccdd836d19665ed12d40ec02f8f68c3097,101010686191,Self Service,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/27/2017 03:14:00 PM,08/01/2017 11:28:26 AM,Closed,Lord Roberts,Fort Rouge - East Fort Garry,POINT (-97.140430935849 49.855604603239)
128e5b16e9509262afa2ee5169ed4e6ed2f29e4919216d3359d6aa21914929e4,101011643866,Social Media,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/28/2018 09:32:00 AM,09/25/2018 09:29:43 AM,Closed,Southdale,St. Boniface,POINT (-97.076956992567 49.85097301997)
129c66fd3a205f116f8384f40615cf8cd847f9de9f510d0da894f17e77dbf59e,101011345817,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,04/24/2018 03:19:00 PM,05/14/2018 03:52:03 PM,Closed,Elm Park,St. Vital,POINT (-97.113387244621 49.859746857015)
129c66fd3a205f116f8384f40615cf8cd847f9de9f510d0da894f17e77dbf59e,101011369218,Self Service,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,04/24/2018 03:19:00 PM,05/14/2018 03:52:03 PM,Closed,Elm Park,St. Vital,POINT (-97.112408992264 49.861164618247)
129c66fd3a205f116f8384f40615cf8cd847f9de9f510d0da894f17e77dbf59e,101011369228,Self Service,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,04/24/2018 03:19:00 PM,05/14/2018 03:52:03 PM,Closed,Elm Park,St. Vital,POINT (-97.113279912823 49.860785624308)
12cccf7b477cc7c4db3a4ea1e05875b460a46b33eed7ab4abfc327026e798ab5,101007194562,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,04/22/2014 12:14:22 PM,07/21/2014 02:31:54 PM,Closed,Centennial,Point Douglas,POINT (-97.142717719427 49.904091470538)
14e5c2a6c5b6652dd98657db0d5c99025c4395ab0a008b9eacd707976efd5a89,101009624847,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/14/2016 11:08:00 AM,08/05/2016 01:55:46 PM,Closed,Norwood West,St. Boniface,POINT (-97.133282819299 49.874508277251)
157cad4ba18dfa35538b21b1502bfe981c69f444d5bdf1d4c08f78666c91ae45,101010490047,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/24/2017 03:46:00 PM,06/30/2017 12:01:09 PM,Closed,Jefferson,Mynarski,POINT (-97.139746324324 49.937088252942)
16bd91a0b61661ff560f5b63622b54798ba3abebbc7cc7ae343441929193a3e1,101006144916,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/14/2013 10:56:14 AM,07/19/2013 03:19:33 PM,Closed,Royalwood,St. Vital,POINT (-97.078426350485 49.831766063818)
1766be8af3accd7a31caa2905f37ef99f694ed97faffcaf8b5c83043683b883b,101011539248,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/12/2018 08:39:00 PM,07/16/2018 02:21:55 PM,Closed,Sargent Park,Daniel McIntyre,POINT (-97.174670167701 49.902246056808)
17717ae2033a0170234fac41cf7d0b48fb35b0e434b0e8ddc3182c075565914f,101008662357,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/24/2015 02:13:00 PM,07/28/2015 03:12:14 PM,Closed,Seven Oaks,Mynarski,POINT (-97.119767478517 49.933026311372)
17d8744ce8d254192d62d458d70cc890e3430d7763fe8d5c7be78b9e90dd1810,101008800330,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,09/11/2015 05:49:00 PM,06/30/2017 03:15:20 PM,Closed,Kildonan Drive,North Kildonan,POINT (-97.106479184745 49.935944937094)
1bb349dabc5ee27c5320dbd5f7abe30028b4e061b3253d7dbd7e1adbbc702728,101012065595,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,02/24/2019 04:38:00 PM,09/15/2020 02:49:00 PM,Closed,Fort Richmond,St. Norbert - Seine River,POINT (-97.135630649779 49.802801462955)
1c30fb86975ba8c17fde0fbdd6921fc511cbfbee5820215847e726226a29cf99,101006298872,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/23/2013 09:18:13 PM,08/27/2013 11:07:34 AM,Closed,Rossmere-A,North Kildonan,POINT (-97.069312744332 49.937423002486)
1c400bdc2d0a383ddbf908465398bc21b0244660c94c83940d1990170e0f43e6,101013657047,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,11/02/2020 01:48:00 PM,11/03/2020 11:30:00 AM,Closed,Margaret Park,Mynarski,POINT (-97.12472259354 49.947697266475)
1c6eaa8db52ae066a0232a041d1b84c6785ae0ff48ea4a7aa8a9be998dd8780a,101009915958,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,11/01/2016 09:28:00 PM,06/20/2017 03:41:25 PM,Closed,Riverbend,North Kildonan,POINT (-97.103138978496 49.958050048828)
1cd2b8481ef205582b69997720d1b599c2225234d25243fecb04ae425526de22,101006497681,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,10/15/2013 12:49:32 PM,10/17/2013 02:08:13 PM,Closed,,,
1d0892aabdfbe091624622628d45639693c782d41637e286a734f5a293652a35,101007633756,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,09/07/2014 10:38:00 AM,11/14/2014 02:03:13 PM,Closed,Rossmere-A,North Kildonan,POINT (-97.078914414132 49.938164477688)
1d86f3a31c4421084ab2fa7e886a2016e4ddefba7a16b96124c626f6586bdf21,101007574667,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/19/2014 10:48:00 AM,09/05/2014 01:59:03 PM,Closed,Robertson,Mynarski,POINT (-97.15619541326 49.931375473776)
1dbe96ea7123ebe45fa900544d0487aac34f95e124ad751fe4b7dd70ad180d62,101013520241,Self Service,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/13/2020 04:37:00 PM,09/18/2020 08:14:00 AM,Closed,Jefferson,Mynarski,POINT (-97.128572189947 49.934114561898)
1dbe96ea7123ebe45fa900544d0487aac34f95e124ad751fe4b7dd70ad180d62,101013488768,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/13/2020 04:37:00 PM,09/18/2020 08:14:00 AM,Closed,Jefferson,Mynarski,POINT (-97.129593222845 49.933043370052)
1dbe96ea7123ebe45fa900544d0487aac34f95e124ad751fe4b7dd70ad180d62,101013523085,Self Service,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/13/2020 04:37:00 PM,09/18/2020 08:14:00 AM,Closed,Jefferson,Mynarski,POINT (-97.130009726696 49.934075396346)
1eb21934483a7e30edc65c16fc6fa2b3586a851862406bb0b19714356fcbea06,101013297671,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/29/2020 11:42:00 AM,08/28/2020 07:50:00 AM,Closed,St. John's,Mynarski,POINT (-97.131837922453 49.925982472304)
1f2e2b3262c43595dc3eb7a84b14fa7b3847d4136a134659292d631e6a312602,101006182086,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/24/2013 09:04:02 AM,09/13/2013 01:52:08 PM,Closed,Earl Grey,Fort Rouge - East Fort Garry,POINT (-97.152473467336 49.870104460066)
20273f52ba6319b72b1705377f4ed3dbf678478c92ca259b078441dd51b99ded,101009614332,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/10/2016 03:32:00 PM,07/20/2016 09:04:28 AM,Closed,Norwood East,St. Boniface,POINT (-97.115757680851 49.880973677729)
201291f5a6f9db4c0c473b96ac0c1b06639b5998e897823b635f69f7dc47b922,101007250216,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/07/2014 06:59:38 PM,10/30/2014 10:11:40 AM,Closed,South Pointe,Waverley West,POINT (-97.174755032386 49.78842059876)
20ad4767c8b8bf5eec801072e5b97bcfe18ea72039b876109fc84c92defcdd8f,101013665218,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,11/06/2020 08:54:00 AM,11/09/2020 12:06:00 PM,Closed,Dufferin Industrial,Mynarski,POINT (-97.151174122258 49.91359013187)
215f827bbf8c653bd4c2e755924a626ae2c49f4e5c0403e3b2bbd1986edabb05,101008581134,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,06/25/2015 01:08:00 PM,11/09/2020 08:29:00 AM,Closed,Meadows,Transcona,POINT (-97.024570946059 49.90614461766)
21f367a673990b63c08d9d8d54a64fb9feb75cf18e24b8de51ff476ac4810fa7,101008733623,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/19/2015 03:51:00 PM,10/05/2016 03:45:11 PM,Closed,Deer Lodge,St. James,POINT (-97.227468846114 49.888107857512)
227a74aa87d65fa975c0f0b6d1b8b327f154f703659427c7d8c9437d6e05a79b,101006072781,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,06/26/2013 03:24:34 PM,07/05/2013 10:32:53 AM,Closed,Island Lakes,St. Boniface,POINT (-97.061553813968 49.82802921429)
23f64bf38ffab56af4c549010f1392f4d20dea7f58341683d0e7ee141eceaaf9,101009557741,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,06/18/2016 02:57:00 PM,08/17/2016 03:15:41 PM,Closed,Portage & Main,Point Douglas,POINT (-97.137622960134 49.895393729758)
242a70873746bafe727aa88b3189a55287108b5d24e9c5719221c4eb4eb30fd3,101011567939,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/25/2018 01:25:00 PM,07/26/2018 09:03:18 AM,Closed,Westwood,Charleswood - Tuxedo - Westwood,POINT (-97.295074356813 49.865036921785)
251ab6962afa7802d0a38766e88cac105c43c4f148e43672a60e906425f1fb6e,101008697262,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/06/2015 09:27:00 AM,07/04/2017 10:02:38 AM,Closed,Springfield North,North Kildonan,POINT (-97.059184246626 49.936913837548)
26429a088a5ea48d771911131fd8ad212a9abcb36155c0f91042589afebe7a54,101007488438,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/21/2014 09:36:00 AM,08/02/2014 07:45:56 AM,Closed,Glendale,Charleswood - Tuxedo - Westwood,POINT (-97.321492084917 49.877917516158)
2688bb28d5dad41410cdf9899da4b46e58167112dd56f4797e9da2abb4ace22e,101013630938,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,10/20/2020 08:38:00 AM,11/04/2020 02:45:00 PM,Closed,Wolseley,Daniel McIntyre,POINT (-97.176217947793 49.879745787597)
27d382889662f9f900d112a1cc0a3786b52500304f40063b95110d1c3faef0c7,101008480837,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/23/2015 10:35:00 AM,12/18/2017 09:58:32 AM,Closed,Meadows,Transcona,POINT (-97.023296183366 49.907442238771)
2a60b9069efba264710d3f167cc6a42f5f928c5c40b99d02c48c86bbc3a19e8e,101006092604,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/01/2013 06:53:45 PM,10/03/2013 02:22:20 PM,Closed,Rossmere-B,Elmwood - East Kildonan,POINT (-97.09786169088 49.931151986541)
2c9ca9abc80c175626ca9fbb453d16f98c30b9692ee3a7481461be09d5c41273,101011539175,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/12/2018 08:03:00 PM,09/15/2020 02:44:00 PM,Closed,River East,North Kildonan,POINT (-97.066116669969 49.958586718104)
2e3175fe42ca234007d838b436cd217b919fc7c2c8c9fa3cbaf02e4d1abb1b16,101006427025,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,09/26/2013 03:59:47 PM,10/09/2013 08:33:55 AM,Closed,Tuxedo,Charleswood - Tuxedo - Westwood,POINT (-97.220146354758 49.862160646827)
2e8bec67d61b66cf452eb81c46202cfa2fe4714c449ef92015e43eb403377df4,101007913642,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,12/04/2014 06:39:00 PM,09/22/2016 08:40:00 AM,Closed,Jefferson,Mynarski,POINT (-97.128329964916 49.94372426486)
2fdbd533a89238202b21cc35a9da105bfbb1e4008c282bea2a9fe8ebdd273940,101013589672,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,09/29/2020 02:52:00 PM,12/02/2020 08:24:00 AM,Closed,Luxton,Mynarski,POINT (-97.120648791298 49.924920817314)
30151fbd5920429897d65abebd0b876f17a70548334c2adae8e6140c425410c6,101007550826,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/05/2014 10:57:00 AM,09/03/2014 11:37:55 AM,Closed,Crescent Park,Fort Rouge - East Fort Garry,POINT (-97.148831463033 49.838444995701)
30151fbd5920429897d65abebd0b876f17a70548334c2adae8e6140c425410c6,101007533270,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/05/2014 10:57:00 AM,09/03/2014 11:37:55 AM,Closed,Crescent Park,Fort Rouge - East Fort Garry,POINT (-97.147815024022 49.83898592671)
346fdffac97e78338e370f80840e3309b7ec60ea8033003db68e348aa692c3cb,101007474359,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/16/2014 10:55:00 AM,09/10/2015 11:17:44 AM,Closed,Rossmere-B,Elmwood - East Kildonan,POINT (-97.090141255766 49.929922831523)
353f61210ef510dff619f146b6bf1692f7200e448924825b5d4d722b252dd4db,101007252106,e-mail In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/08/2014 01:58:11 PM,10/30/2014 10:09:37 AM,Closed,South Pointe,Waverley West,POINT (-97.176100850653 49.785643657792)
3638c71733a7618ca72368230437899e16e166f93eb2c32bab9c984edca5c360,101011583222,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/31/2018 07:19:00 PM,08/16/2018 11:00:04 AM,Closed,Tyndall Park,Point Douglas,POINT (-97.209239849461 49.937637390832)
36a95d07b803073a1d9771e2ccc4d3f40bea54cdb53582eb88717a8bc57a351a,101009467987,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,05/16/2016 08:38:00 AM,05/18/2016 09:27:19 AM,Closed,Eaglemere,Elmwood - East Kildonan,POINT (-97.054841850069 49.91487534883)
39c70190281c88d04d721d8946c3ca06a68e5205709e2f37670034f01aaad578,101006302046,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,08/24/2013 08:29:48 PM,10/07/2013 03:50:44 PM,Closed,,,
3a0a1a9ad92b15ec53f20b92fd2ec85d809a9f6ebeee69ca2aa371900a7d344f,101008537368,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,06/10/2015 11:38:00 AM,06/11/2015 11:19:13 AM,Closed,Daniel Mcintyre,Daniel McIntyre,POINT (-97.166641830036 49.901407688956)
3a2523c5e56e87a939114d1bdf644c1fff524eb2c07314a0d83f2fc61e9b6904,101007457672,Voice In,Service Request,Public Works,Non Standard Boulevard Treatment Permit/Complaint,07/10/2014 04:56:00 PM,07/30/2014 11:00:18 AM,Closed,River Park South,St. Norbert - Seine River,POINT (-97.100617542577 49.813939622269)
