Roll Number,Street Number,Unit Number,Street Name,Street Type,Full Address,Neighbourhood Area,Property Use Code,Zoning,Total Assessed Value,Assessment Date,Detail URL,Current Assessment Year,Status 1,Geometry,Centroid Lat,Centroid Lon
12080943000,1119,,WOLSELEY,AVENUE,1119 WOLSELEY AVENUE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,432000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080943000,2026,TAXABLE,"MULTIPOLYGON (((-97.18088619346595 49.88084344376139, -97.18105104839438 49.88089832153165, -97.18107231948771 49.88062464592008, -97.18090742433657 49.88056978823089, -97.18088619346595 49.88084344376139)))",49.88073404519288,-97.18097924846386
12080944000,1117,,WOLSELEY,AVENUE,1117 WOLSELEY AVENUE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,305000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080944000,2026,TAXABLE,"MULTIPOLYGON (((-97.18088619346595 49.88084344376139, -97.18090742433657 49.88056978823089, -97.18074252956386 49.88051493031079, -97.1807213375248 49.880788565738484, -97.18088619346595 49.88084344376139)))",49.88067917752273,-97.18081437322884
12080945000,1115,,WOLSELEY,AVENUE,1115 WOLSELEY AVENUE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,318000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080945000,2026,TAXABLE,"MULTIPOLYGON (((-97.1807213375248 49.880788565738484, -97.18074252956386 49.88051493031079, -97.18057763516961 49.88046007215976, -97.18055648196213 49.88073368748477, -97.1807213375248 49.880788565738484)))",49.88062430943562,-97.18064949806066
12080946000,459,,SPRAGUE,STREET,459 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,458000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080946000,2026,TAXABLE,"MULTIPOLYGON (((-97.18053450277112 49.88101797319616, -97.1810405198799 49.88103379017308, -97.18104728462649 49.88094676172948, -97.18055273759916 49.880782117180566, -97.18053450277112 49.88101797319616)))",49.88093822790515,-97.18075533114737
12080947000,461,,SPRAGUE,STREET,461 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,399000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080947000,2026,TAXABLE,"MULTIPOLYGON (((-97.1805275224575 49.8811082670137, -97.18103350080933 49.881124103197415, -97.1810405198799 49.88103379017308, -97.18053450277112 49.88101797319616, -97.1805275224575 49.8811082670137)))",49.88107103313967,-97.18078402103377
12080948000,467,,SPRAGUE,STREET,467 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,330000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080948000,2026,TAXABLE,"MULTIPOLYGON (((-97.18052054075592 49.88119855990838, -97.18102648031689 49.88121441619788, -97.18103350080933 49.881124103197415, -97.1805275224575 49.8811082670137, -97.18052054075592 49.88119855990838)))",49.88116133633795,-97.18077702105845
12080949000,469,,SPRAGUE,STREET,469 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,360000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080949000,2026,TAXABLE,"MULTIPOLYGON (((-97.18051356041501 49.88128885282285, -97.18101946121872 49.88130472831914, -97.18102648031689 49.88121441619788, -97.18052054075592 49.88119855990838, -97.18051356041501 49.88128885282285)))",49.881251639057346,-97.18077002023101
12080950000,471,,SPRAGUE,STREET,471 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,404000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080950000,2026,TAXABLE,"MULTIPOLYGON (((-97.18101946121872 49.88130472831914, -97.18051356041501 49.88128885282285, -97.18050658004354 49.881379145735266, -97.1810124420561 49.881395041337306, -97.18101946121872 49.88130472831914)))",49.88134194181297,-97.18076302090677
12080951000,473,,SPRAGUE,STREET,473 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,348000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080951000,2026,TAXABLE,"MULTIPOLYGON (((-97.1810124420561 49.881395041337306, -97.18050658004354 49.881379145735266, -97.18049959825034 49.88146943862379, -97.18100542147157 49.881485354331595, -97.1810124420561 49.881395041337306)))",49.8814322447667,-97.1807560204288
12080953000,477,,SPRAGUE,STREET,477 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,302000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080953000,2026,TAXABLE,"MULTIPOLYGON (((-97.18100542147157 49.881485354331595, -97.18049959825034 49.88146943862379, -97.18049261781779 49.881559731532086, -97.18099840224754 49.88157566734563, -97.18100542147157 49.881485354331595)))",49.881522547718355,-97.18074901992017
12080954000,479,,SPRAGUE,STREET,479 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,347000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080954000,2026,TAXABLE,"MULTIPOLYGON (((-97.18099840224754 49.88157566734563, -97.18049261781779 49.881559731532086, -97.18048563592968 49.88165002531548, -97.18099138302662 49.88166597945865, -97.18099840224754 49.88157566734563)))",49.881612850666265,-97.18074201887886
12080955000,483,,SPRAGUE,STREET,483 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,308000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080955000,2026,TAXABLE,"MULTIPOLYGON (((-97.18099138302662 49.88166597945865, -97.18048563592968 49.88165002531548, -97.18047865543606 49.88174031821968, -97.18098436234997 49.881756292446745, -97.18099138302662 49.88166597945865)))",49.88170315360058,-97.18073501917074
12080956000,485,,SPRAGUE,STREET,485 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,328000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080956000,2026,TAXABLE,"MULTIPOLYGON (((-97.18098436234997 49.881756292446745, -97.18047865543606 49.88174031821968, -97.1804716749119 49.88183061112183, -97.18097734303389 49.88184660545462, -97.18098436234997 49.881756292446745)))",49.881793456571884,-97.18072801890618
12080957000,491,,SPRAGUE,STREET,491 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,313000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080957000,2026,TAXABLE,"MULTIPOLYGON (((-97.18097734303389 49.88184660545462, -97.1804716749119 49.88183061112183, -97.18046469296594 49.88192090400007, -97.18097032368709 49.88193691846042, -97.18097734303389 49.88184660545462)))",49.88188375954113,-97.18072101861098
12080958000,493,,SPRAGUE,STREET,493 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,361000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080958000,2026,TAXABLE,"MULTIPOLYGON (((-97.18097032368709 49.88193691846042, -97.18046469296594 49.88192090400007, -97.18045771238069 49.88201119689812, -97.18096330295215 49.88202723054335, -97.18097032368709 49.88193691846042)))",49.88197406220324,-97.18071401756275
12080959000,495,,SPRAGUE,STREET,495 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,343000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080959000,2026,TAXABLE,"MULTIPOLYGON (((-97.18096330295215 49.88202723054335, -97.18045771238069 49.88201119689812, -97.18045073173109 49.88210149069307, -97.18095628354396 49.882117543545036, -97.18096330295215 49.88202723054335)))",49.882064365168326,-97.18070701720617
12080960000,497,,SPRAGUE,STREET,497 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,337000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080960000,2026,TAXABLE,"MULTIPOLYGON (((-97.18095628354396 49.882117543545036, -97.18045073173109 49.88210149069307, -97.1804437496935 49.882191783565155, -97.18094926410508 49.88220785654465, -97.18095628354396 49.882117543545036)))",49.882154668369964,-97.18070001722946
12080961000,499,,SPRAGUE,STREET,499 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,324000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080961000,2026,TAXABLE,"MULTIPOLYGON (((-97.18094926410508 49.88220785654465, -97.1804437496935 49.882191783565155, -97.18043676901661 49.88228207645703, -97.18094224324426 49.88229816952038, -97.18094926410508 49.88220785654465)))",49.88224497126446,-97.18069301649993
12080962000,501,,SPRAGUE,STREET,501 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,434000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080962000,2026,TAXABLE,"MULTIPOLYGON (((-97.18094224324426 49.88229816952038, -97.18043676901661 49.88228207645703, -97.18042978691793 49.88237236932501, -97.18093522377778 49.88238848161691, -97.18094224324426 49.88229816952038)))",49.882335273999686,-97.18068601528137
12080963000,507,,SPRAGUE,STREET,507 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,321000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080963000,2026,TAXABLE,"MULTIPOLYGON (((-97.18093522377778 49.88238848161691, -97.18042978691793 49.88237236932501, -97.18042280617995 49.88246266221278, -97.18092820424681 49.88247879461035, -97.18093522377778 49.88238848161691)))",49.882425576705,-97.18067901525356
12080964000,509,,SPRAGUE,STREET,509 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,388000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080964000,2026,TAXABLE,"MULTIPOLYGON (((-97.18092820424681 49.88247879461035, -97.18042280617995 49.88246266221278, -97.18041582541143 49.8825529550985, -97.1809211832939 49.88256910757989, -97.18092820424681 49.88247879461035)))",49.88251587961914,-97.18067201476805
12080965000,511,,SPRAGUE,STREET,511 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,404000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080965000,2026,TAXABLE,"MULTIPOLYGON (((-97.1809211832939 49.88256910757989, -97.18041582541143 49.8825529550985, -97.18040884318731 49.882643248859296, -97.18091416373532 49.88265941967025, -97.1809211832939 49.88256910757989)))",49.88260618255896,-97.1806650130304
12080966000,515,,SPRAGUE,STREET,515 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,387000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080966000,2026,TAXABLE,"MULTIPOLYGON (((-97.18091416373532 49.88265941967025, -97.18040884318731 49.882643248859296, -97.18040186235768 49.882733541740905, -97.18090714411227 49.88274973265751, -97.18091416373532 49.88265941967025)))",49.882696485496815,-97.18065801332095
12080967000,519,,SPRAGUE,STREET,519 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,348000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080967000,2026,TAXABLE,"MULTIPOLYGON (((-97.18090714411227 49.88274973265751, -97.18040186235768 49.882733541740905, -97.18039488010628 49.882823834598604, -97.18090012306726 49.88284004562085, -97.18090714411227 49.88274973265751)))",49.88278678841967,-97.18065101238365
12080968000,523,,SPRAGUE,STREET,523 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,335000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080968000,2026,TAXABLE,"MULTIPOLYGON (((-97.18090012306726 49.88284004562085, -97.18039488010628 49.882823834598604, -97.18038789921557 49.8829141274761, -97.1808931033828 49.882930358604, -97.18090012306726 49.88284004562085)))",49.88287709134047,-97.18064401141572
12080969000,525,,SPRAGUE,STREET,525 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,395000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080969000,2026,TAXABLE,"MULTIPOLYGON (((-97.1808931033828 49.882930358604, -97.18038789921557 49.8829141274761, -97.18038091829432 49.88300442035155, -97.18088608370145 49.8830206706861, -97.1808931033828 49.882930358604)))",49.8829673940314,-97.18063701070275
12080970000,529,,SPRAGUE,STREET,529 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,408000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080970000,2026,TAXABLE,"MULTIPOLYGON (((-97.18088608370145 49.8830206706861, -97.18038091829432 49.88300442035155, -97.18037393595125 49.8830947132031, -97.18087906256433 49.883110983643284, -97.18088608370145 49.8830206706861)))",49.883057696737325,-97.1806300101005
12080971000,531,,SPRAGUE,STREET,531 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,369000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080971000,2026,TAXABLE,"MULTIPOLYGON (((-97.18087906256433 49.883110983643284, -97.18037393595125 49.8830947132031, -97.1803669549351 49.883185006973406, -97.1808720427878 49.883201296620236, -97.18087906256433 49.883110983643284)))",49.88314799986266,-97.18062300861372
12080972000,533,,SPRAGUE,STREET,533 SPRAGUE STREET,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,286000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080972000,2026,TAXABLE,"MULTIPOLYGON (((-97.1803669549351 49.883185006973406, -97.18034966957066 49.88340855013597, -97.18086098026808 49.88334360741297, -97.1808720427878 49.883201296620236, -97.1803669549351 49.883185006973406)))",49.883285513398334,-97.18059360492835
12080973000,1140,,PORTAGE,AVENUE,1140 PORTAGE AVENUE,WOLSELEY,CMOFF - OFFICE,C2 - COM - COMMUNITY,604000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080973000,2026,TAXABLE,"MULTIPOLYGON (((-97.18070048664721 49.88370678025944, -97.1808340692861 49.88368980650527, -97.18085747034411 49.88338876389905, -97.18072386638754 49.8834057346441, -97.18070048664721 49.88370678025944)))",49.88354776726667,-97.18077897327028
12080975000,1132,,PORTAGE,AVENUE,1132 PORTAGE AVENUE,WOLSELEY,CMRRE - RESTAURANT,C2 - COM - COMMUNITY,1051000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080975000,2026,TAXABLE,"MULTIPOLYGON (((-97.18072386638754 49.8834057346441, -97.1805865150392 49.88342318071825, -97.18044916498727 49.88344062665032, -97.1803118134492 49.883458072396635, -97.18012605906785 49.88348166661684, -97.1801027779843 49.88378272785905, -97.1802885016973 49.88375912889993, -97.18042583055002 49.88374168012356, -97.1805631579504 49.88372423026251, -97.18070048664721 49.88370678025944, -97.18072386638754 49.8834057346441)))",49.88359422383363,-97.1804132931749
12080993000,1098,,PORTAGE,AVENUE,1098 PORTAGE AVENUE,WOLSELEY,CMRST - STORE,C2 - COM - COMMUNITY,404000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080993000,2026,TAXABLE,"MULTIPOLYGON (((-97.17925835405939 49.88359189010891, -97.17923514066612 49.88389296775798, -97.17941822067993 49.88386970665133, -97.17944144116626 49.88356863177961, -97.17925835405939 49.88359189010891)))",49.883730798087086,-97.17933828903266
12080994000,1110,,PORTAGE,AVENUE,1110 PORTAGE AVENUE,WOLSELEY,CMRST - STORE,C2 - COM - COMMUNITY,600000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080994000,2026,TAXABLE,"MULTIPOLYGON (((-97.17992743675791 49.883506894044146, -97.17974168193376 49.883530487651626, -97.17971846347379 49.883831559010574, -97.1799084768716 49.88380741566171, -97.17991813126335 49.88368239580342, -97.17991389464619 49.883682259208605, -97.17992743675791 49.883506894044146)))",49.88366994294549,-97.17982378260778
12080995000,1114,,PORTAGE,AVENUE,1114 PORTAGE AVENUE,WOLSELEY,CMRST - STORE,C2 - COM - COMMUNITY,653000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080995000,2026,TAXABLE,"MULTIPOLYGON (((-97.17992743675757 49.883506894053134, -97.17991389464619 49.883682259208605, -97.17991813126335 49.88368239580342, -97.1799084768716 49.88380741566171, -97.18010277799823 49.88378272785927, -97.18012605906785 49.88348166661684, -97.17992743675757 49.883506894053134)))",49.88364389898443,-97.1800160583971
12080997100,542,,GREENWOOD,PLACE,542 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,397000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080997100,2026,TAXABLE,"MULTIPOLYGON (((-97.17975536394052 49.883353078154634, -97.17974516525541 49.88348532628032, -97.18028102322859 49.883417268934835, -97.18028466186313 49.88337019101159, -97.17975536394052 49.883353078154634)))",49.883408482264635,-97.17997439566739
12080998100,540,,GREENWOOD,PLACE,540 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,361000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080998100,2026,TAXABLE SCHOOL EXEMPT,"MULTIPOLYGON (((-97.18029186602536 49.88327698064102, -97.17976255211356 49.883259867273196, -97.17975536392694 49.883353078145426, -97.18028466186313 49.88337019101159, -97.18029186602536 49.88327698064102)))",49.88331502903361,-97.18002361100736
12080999000,538,,GREENWOOD,PLACE,538 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,323000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12080999000,2026,TAXABLE,"MULTIPOLYGON (((-97.17976255211356 49.883259867273196, -97.18029186603927 49.88327698064124, -97.18029890088813 49.88318596023246, -97.17976957161692 49.88316884637198, -97.17976255211356 49.883259867273196)))",49.88322291340988,-97.18003072268324
12081000000,536,,GREENWOOD,PLACE,536 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,395000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081000000,2026,TAXABLE,"MULTIPOLYGON (((-97.17976957161692 49.88316884637198, -97.18029890088849 49.88318596022347, -97.18030582950828 49.883096320281346, -97.1797764883123 49.88307915825427, -97.17976957161692 49.88316884637198)))",49.883132570303204,-97.18003767414652
12081001000,534,,GREENWOOD,PLACE,534 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,317000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081001000,2026,TAXABLE,"MULTIPOLYGON (((-97.1797764883123 49.88307915825427, -97.18030582949439 49.883096320281126, -97.18031275944342 49.88300666861985, -97.18029178113542 49.88300598851595, -97.17978340221933 49.88298950608921, -97.1797764883123 49.88307915825427)))",49.88304291309515,-97.18004461987243
12081002000,532,,GREENWOOD,PLACE,532 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,396000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081002000,2026,TAXABLE,"MULTIPOLYGON (((-97.17978340221933 49.88298950608921, -97.18029178114935 49.88300598851617, -97.18029705801978 49.88293755397531, -97.17978868066572 49.88292106055595, -97.17978340221933 49.88298950608921)))",49.882963527071155,-97.18004022369396
12081002500,,,,,,WOLSELEY,REFRL - REFERENCE ROLL,R2 - RES - TWO FAMILY,,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/asmtpub/english/propertydetails/CommercialDetails.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081002500,2026,,"MULTIPOLYGON (((-97.18031804853057 49.882938234926584, -97.18029705801978 49.88293755397531, -97.1802917811351 49.88300598852494, -97.18031275944342 49.88300666861985, -97.18031804853057 49.882938234926584)))",49.88297210818544,-97.18030491202722
12081003000,530,,GREENWOOD,PLACE,530 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,360000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081003000,2026,TAXABLE,"MULTIPOLYGON (((-97.17978868066572 49.88292106055595, -97.18029705801978 49.88293755397531, -97.18031804853057 49.882938234926584, -97.18032333760017 49.88286980123214, -97.17979395909461 49.88285261502151, -97.17978868066572 49.88292106055595)))",49.882895427582746,-97.18005599911885
12081004000,528,,GREENWOOD,PLACE,528 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,348000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081004000,2026,TAXABLE,"MULTIPOLYGON (((-97.17979395909461 49.88285261502151, -97.18032333760017 49.88286980123214, -97.18033391565294 49.8827329347387, -97.17980451589985 49.882715723949104, -97.17979395909461 49.88285261502151)))",49.882792767988406,-97.18006392442028
12081005000,514,,GREENWOOD,PLACE,514 GREENWOOD PLACE,WOLSELEY,RESMC - MULTIFAMILY CONVERSION,R2 - RES - TWO FAMILY,334000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081005000,2026,TAXABLE,"MULTIPOLYGON (((-97.17980451589985 49.882715723949104, -97.18033391565294 49.8827329347387, -97.18034089701278 49.882642604098905, -97.17981148386133 49.882625368983526, -97.17980451589985 49.882715723949104)))",49.88267915734728,-97.1800726914865
12081006000,512,,GREENWOOD,PLACE,512 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,264000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081006000,2026,TAXABLE,"MULTIPOLYGON (((-97.17981148386133 49.882625368983526, -97.18034089701278 49.882642604098905, -97.18034449366935 49.88259606734156, -97.18034808985723 49.88254953690891, -97.17981866236337 49.88253227745374, -97.17981507266882 49.88257883197301, -97.17981148386133 49.882625368983526)))",49.882587446258306,-97.18007977206034
12081007000,510,,GREENWOOD,PLACE,510 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,445000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081007000,2026,TAXABLE,"MULTIPOLYGON (((-97.17981866236303 49.88253227746273, -97.18034808984298 49.88254953691768, -97.18035507158179 49.882459200838674, -97.17982562794269 49.88244194086932, -97.17981866236303 49.88253227746273)))",49.88249573879254,-97.18008686295639
12081008000,508,,GREENWOOD,PLACE,508 GREENWOOD PLACE,WOLSELEY,RESSD - DETACHED SINGLE DWELLING,R2 - RES - TWO FAMILY,455000.00,04/01/2023 12:00:00 AM,http://www.winnipegassessment.com/AsmtPub/english/propertydetails/details.aspx?pgLang=EN&isRealtySearch=true&RollNumber=12081008000,2026,TAXABLE,"MULTIPOLYGON (((-97.17982562794269 49.88244194086932, -97.18035507158179 49.882459200838674, -97.18036564945787 49.8823223334321, -97.17983618453775 49.882305049782765, -97.17982562794269 49.88244194086932)))",49.882382130493006,-97.18009562602782
