roll_number,full_address,has_garden,total_assessed_value,block_id,street_number,street_name,property_use_code,geometry,centroid_lat,centroid_lon
12081487000,284 AUBREY STREET,FALSE,354000,17,284,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17555230808595 49.88277884796174, -97.17516592505812 49.88276708445875, -97.17515907043428 49.882857388049075, -97.17554543212353 49.88286914583861, -97.17555230808595 49.88277884796174)))",49.88281812,-97.17535568
12081488000,286 AUBREY STREET,FALSE,298000,17,286,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17554543212353 49.88286914583861, -97.17515907043428 49.882857388049075, -97.17515221581424 49.882947690738405, -97.17553855473966 49.88295944369157, -97.17554543212353 49.88286914583861)))",49.88290842,-97.17534882
12081489000,288 AUBREY STREET,FALSE,275000,17,288,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17553167732564 49.88304974154249, -97.17553855473966 49.88295944369157, -97.17515221581424 49.882947690738405, -97.17514535973893 49.883037994302775, -97.17553167732564 49.88304974154249)))",49.88299872,-97.17534195
12081490100,290 AUBREY STREET,FALSE,322000,17,290,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17552459142053 49.883142776951246, -97.17553167732564 49.88304974154249, -97.17514535973893 49.883037994302775, -97.17513829718177 49.88313103546503, -97.17552459142053 49.883142776951246)))",49.88309039,-97.17533498
12081492000,292 AUBREY STREET,FALSE,329000,17,292,AUBREY,RESGC - RESIDENTIAL GROUP CARE,"MULTIPOLYGON (((-97.17513829718177 49.88313103546503, -97.17513164888933 49.88321860144731, -97.17551792383222 49.88323033636114, -97.17552459142053 49.883142776951246, -97.17513829718177 49.88313103546503)))",49.88318069,-97.17532811
12081569000,295 AUBREY STREET,FALSE,378000,17,295,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1748794225002 49.8828488555391, -97.1744936449085 49.88283704715788, -97.17448850823153 49.88290480238084, -97.17487427908902 49.8829166105626, -97.1748794225002 49.8828488555391)))",49.88287683,-97.17468396
12081493000,296 AUBREY STREET,FALSE,255000,17,296,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17513164888933 49.88321860144731, -97.17512479411502 49.88330890502747, -97.17551104632766 49.88332063420594, -97.17551792383222 49.88323033636114, -97.17513164888933 49.88321860144731)))",49.88326962,-97.17532135
12081570000,297 AUBREY STREET,FALSE,263000,17,297,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17487427910295 49.88291661056282, -97.17448850824545 49.882904802381056, -97.1744833762783 49.882972486176, -97.17486914025278 49.882984296242824, -97.17487427910295 49.88291661056282)))",49.88294455,-97.17467883
12081571000,299 AUBREY STREET,FALSE,269000,17,299,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17486914025278 49.882984296242824, -97.1744833762783 49.882972486176, -97.17447824153577 49.883040206563024, -97.17486399875604 49.88305201658298, -97.17486914025278 49.882984296242824)))",49.88301225,-97.17467369
12081494000,300 AUBREY STREET,FALSE,362000,17,300,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17551104632766 49.88332063420594, -97.17512479411502 49.88330890502747, -97.17511762621294 49.88340331496042, -97.17550385610423 49.88341503839285, -97.17551104632766 49.88332063420594)))",49.88336197,-97.17531433
12081572000,301 AUBREY STREET,FALSE,300000,17,301,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17486399875604 49.88305201658298, -97.17447824153543 49.88304020657202, -97.17447310483556 49.88310796179197, -97.17485885529408 49.88311977160306, -97.17486399875604 49.88305201658298)))",49.88307999,-97.17466855
12081495000,302 AUBREY STREET,FALSE,327000,17,302,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17550385610457 49.883415038383866, -97.17511762621328 49.88340331495142, -97.17511108308484 49.88348951215979, -97.17549729261931 49.883501229911325, -97.17550385610457 49.883415038383866)))",49.88345227,-97.17530746
12081573000,303 AUBREY STREET,FALSE,344000,17,303,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17485885529408 49.88311977160306, -97.17447310483556 49.88310796179197, -97.17446796977276 49.88317568128169, -97.17485371341567 49.88318749193547, -97.17485885529408 49.88311977160306)))",49.88314773,-97.17466341
12081574000,305 AUBREY STREET,FALSE,280000,17,305,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17485371341567 49.88318749193547, -97.17446796977276 49.88317568128169, -97.17446283400197 49.8832434190912, -97.17484857089381 49.88325522961722, -97.17485371341567 49.88318749193547)))",49.88321546,-97.17465827
12081575000,307 AUBREY STREET,TRUE,259000,17,307,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17484857089381 49.88325522961722, -97.17446283400197 49.8832434190912, -97.17445769857602 49.88331115690527, -97.17484342836893 49.88332296729805, -97.17484857089381 49.88325522961722)))",49.88328319,-97.17465313
12081576000,309 AUBREY STREET,FALSE,365000,17,309,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17484342836929 49.88332296728906, -97.17445769857602 49.88331115690527, -97.17445256449203 49.883378876407775, -97.17483828639192 49.883390688525765, -97.17484342836929 49.88332296728906)))",49.88335092,-97.174648
12081577000,311 AUBREY STREET,FALSE,291000,17,311,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17483828639192 49.883390688525765, -97.17445256449203 49.883378876407775, -97.17444571670062 49.88346918186034, -97.17483143096982 49.883480993877555, -97.17483828639192 49.883390688525765)))",49.88342994,-97.174642
12081578000,313 AUBREY STREET,FALSE,348000,17,313,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17483143096982 49.883480993877555, -97.17444571670062 49.88346918186034, -97.1744388703043 49.883559486433825, -97.17482457412635 49.88357129920539, -97.17483143096982 49.883480993877555)))",49.88352024,-97.17463515
12081496000,314 AUBREY STREET,TRUE,267000,17,314,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17549729261931 49.883501229911325, -97.17511108308484 49.88348951215979, -97.17510422825416 49.88357981483488, -97.17549041502424 49.883591527750035, -97.17549729261931 49.883501229911325)))",49.88354052,-97.17530075
12081579000,315 AUBREY STREET,FALSE,470000,17,315,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17482457412635 49.88357129920539, -97.1744388703043 49.883559486433825, -97.17443202248666 49.88364979098336, -97.17481771864404 49.88366160455312, -97.17482457412635 49.88357129920539)))",49.88361055,-97.1746283
12081497000,316 AUBREY STREET,FALSE,338000,17,316,AUBREY,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17549041502424 49.883591527750035, -97.17510422825416 49.88357981483488, -97.17509737196819 49.883670118385, -97.1754835374329 49.88368182468771, -97.17549041502424 49.883591527750035)))",49.88363082,-97.17529389
12081580000,317 AUBREY STREET,FALSE,264000,17,317,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17481771864404 49.88366160455312, -97.17443202248666 49.88364979098336, -97.1744251759963 49.883740096451746, -97.17481086174035 49.88375190987689, -97.17481771864404 49.88366160455312)))",49.88370085,-97.17462144
12081498000,318 AUBREY STREET,FALSE,243000,17,318,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1754835374329 49.88368182468771, -97.17509737196819 49.883670118385, -97.1750905170434 49.88376042195499, -97.17547665977747 49.88377212252231, -97.1754835374329 49.88368182468771)))",49.88372112,-97.17528702
12081581000,319 AUBREY STREET,FALSE,243000,17,319,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17481086174035 49.88375190987689, -97.1744251759963 49.883740096451746, -97.17441832811852 49.88383040099722, -97.17480400619787 49.883842215220525, -97.17481086174035 49.88375190987689)))",49.88379116,-97.17461459
12081499000,320 AUBREY STREET,FALSE,449000,17,320,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17547665977747 49.88377212252231, -97.1750905170434 49.88376042195499, -97.17508366069724 49.88385072550105, -97.17546978348317 49.883862420376786, -97.17547665977747 49.88377212252231)))",49.88381142,-97.17528015
12081582000,321 AUBREY STREET,FALSE,235000,17,321,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17480400619787 49.883842215220525, -97.17441832811852 49.88383040099722, -97.1744131912216 49.88389815619484, -97.17479886150943 49.88390997019305, -97.17480400619787 49.883842215220525)))",49.88387019,-97.1746086
12081500000,322 AUBREY STREET,FALSE,303000,17,322,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17546978348317 49.883862420376786, -97.17508366069724 49.88385072550105, -97.17507680571227 49.88394102906697, -97.1754629057674 49.883952718207325, -97.17546978348317 49.883862420376786)))",49.88390172,-97.17527329
12081583000,323 AUBREY STREET,FALSE,254000,17,323,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17440805624761 49.883965876575225, -97.17479372014238 49.883977690541265, -97.17479886150943 49.88390997019305, -97.17441319123552 49.883898156195066, -97.17440805624761 49.883965876575225)))",49.88393792,-97.17460346
12081501000,324 AUBREY STREET,FALSE,316000,17,324,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17507680571227 49.88394102906697, -97.17506994930591 49.88403133260894, -97.17545602802146 49.88404301603583, -97.1754629057674 49.883952718207325, -97.17507680571227 49.88394102906697)))",49.88399202,-97.17526642
12081584000,325 AUBREY STREET,FALSE,203000,17,325,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17440292133202 49.88403359606514, -97.17478857869735 49.884045411768874, -97.17479372014238 49.883977690541265, -97.17440805626151 49.883965876575445, -97.17440292133202 49.88403359606514)))",49.88400564,-97.17459832
12080821000,484 BASSWOOD PLACE,FALSE,418000,8,484,BASSWOOD,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.1826319373901 49.8811779905327, -97.18309758635448 49.88119310531269, -97.18310484143225 49.88110003711399, -97.1826392018756 49.881084918008895, -97.1826319373901 49.8811779905327)))",49.88113901,-97.18286839
12080841000,486 BASSWOOD PLACE,FALSE,325000,8,486,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18309225189479 49.88126154031055, -97.18309758635448 49.88119310531269, -97.1826319373901 49.8811779905327, -97.18262659682458 49.88124642532657, -97.18309225189479 49.88126154031055)))",49.88121977,-97.18286209
12080822000,487 BASSWOOD PLACE,FALSE,415000,8,487,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18188745948247 49.88114035407725, -97.18235340861251 49.88115522736173, -97.18235960570141 49.88107584303515, -97.1818936552748 49.88106096971564, -97.18188745948247 49.88114035407725)))",49.8811081,-97.18212353
12080842000,488 BASSWOOD PLACE,FALSE,238000,8,488,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18309225189479 49.88126154031055, -97.18262659682458 49.88124642532657, -97.18262125617979 49.881314861017785, -97.1830869177877 49.881329970635626, -97.18309225189479 49.88126154031055)))",49.8812882,-97.18285675
12080866000,489 BASSWOOD PLACE,FALSE,406000,8,489,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18234699750874 49.88123736919406, -97.18235340861251 49.88115522736173, -97.18188745948247 49.88114035407725, -97.18188104979376 49.88122248689677, -97.18234699750874 49.88123736919406)))",49.88118886,-97.18211723
12080867000,491 BASSWOOD PLACE,TRUE,361000,8,491,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18188104979342 49.88122248690575, -97.18187570785466 49.88129093868436, -97.18234165411096 49.88130583358812, -97.18234699750842 49.88123736920305, -97.18188104979342 49.88122248690575)))",49.88126416,-97.18211136
12080868000,493 BASSWOOD PLACE,FALSE,274000,8,493,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18234165411096 49.88130583358812, -97.18187570785466 49.88129093868436, -97.18187036721783 49.88135937349091, -97.18233631229486 49.88137426836755, -97.18234165411096 49.88130583358812)))",49.8813326,-97.18210601
12080843000,494 BASSWOOD PLACE,FALSE,263000,8,494,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1830869177877 49.881329970635626, -97.18262125617979 49.881314861017785, -97.18261591488361 49.881383295789384, -97.18308158329236 49.881398405640105, -97.1830869177877 49.881329970635626)))",49.88135663,-97.18285142
12080869000,495 BASSWOOD PLACE,FALSE,307000,8,495,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18233631228095 49.88137426836734, -97.18187036720391 49.88135937349069, -97.18186502529103 49.881427824377376, -97.1823309682134 49.88144273185856, -97.18233631228095 49.88137426836734)))",49.88140105,-97.18210068
12080844000,496 BASSWOOD PLACE,FALSE,402000,8,496,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1830815833066 49.88139840563133, -97.18261591489751 49.8813832957896, -97.18261057350749 49.88145173147632, -97.18307624915029 49.88146683595383, -97.1830815833066 49.88139840563133)))",49.88142507,-97.18284608
12080870000,497 BASSWOOD PLACE,FALSE,319000,8,497,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1823309682134 49.88144273185856, -97.18186502529103 49.881427824377376, -97.18185968392356 49.881496259161665, -97.18232562707111 49.881511166655734, -97.1823309682134 49.88144273185856)))",49.8814695,-97.18209533
12080845000,498 BASSWOOD PLACE,FALSE,295000,8,498,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18307624915029 49.88146683595383, -97.18261057350749 49.88145173147632, -97.18260523209979 49.881520167161845, -97.18307091497631 49.88153526627513, -97.18307624915029 49.88146683595383)))",49.8814935,-97.18284074
12080871000,499 BASSWOOD PLACE,FALSE,408000,8,499,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18232562707111 49.881511166655734, -97.18185968393746 49.881496259161885, -97.18185434123166 49.88156471094281, -97.18232028360252 49.88157963104506, -97.18232562707111 49.881511166655734)))",49.88153794,-97.18208999
12080846000,500 BASSWOOD PLACE,FALSE,430000,8,500,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18307091499021 49.88153526627535, -97.18260523211369 49.88152016716206, -97.18259989076448 49.88158860193011, -97.18306558044222 49.881603701267274, -97.18307091499021 49.88153526627535)))",49.88156193,-97.1828354
12080872000,501 BASSWOOD PLACE,TRUE,284000,8,501,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18232028360252 49.88157963104506, -97.18185434123166 49.88156471094281, -97.18184900052408 49.88163314574464, -97.18231494171602 49.88164806581075, -97.18232028360252 49.88157963104506)))",49.88160639,-97.18208464
12080847000,502 BASSWOOD PLACE,FALSE,272000,8,502,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18306558044222 49.881603701267274, -97.18259989076448 49.88158860193011, -97.18259454939789 49.881657036687976, -97.18306024518128 49.88167213623814, -97.18306558044222 49.881603701267274)))",49.88163037,-97.18283007
12080873000,503 BASSWOOD PLACE,FALSE,294000,8,503,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18231494170209 49.88164806581053, -97.18184900051017 49.88163314574442, -97.18184365852653 49.88170159662636, -97.18230959756342 49.881716529306004, -97.18231494170209 49.88164806581053)))",49.88167483,-97.18207931
12080848000,504 BASSWOOD PLACE,FALSE,285000,8,504,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18306024518162 49.88167213622914, -97.18259454939789 49.881657036687976, -97.1825892079507 49.88172547237915, -97.18305491027228 49.881740566554186, -97.18306024518162 49.88167213622914)))",49.8816988,-97.18282473
12080874000,505 BASSWOOD PLACE,FALSE,335000,8,505,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18230959756342 49.881716529306004, -97.18184365852653 49.88170159662636, -97.18183831779783 49.88177003141703, -97.1823042563507 49.88178496408944, -97.18230959756342 49.881716529306004)))",49.88174328,-97.18207396
12080849000,506 BASSWOOD PLACE,FALSE,346000,8,506,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18305491027228 49.881740566554186, -97.1825892079507 49.88172547237915, -97.1825838672437 49.88179390716353, -97.18304957567126 49.881809001542564, -97.18305491027228 49.881740566554186)))",49.88176724,-97.18281939
12080875000,507 BASSWOOD PLACE,FALSE,296000,8,507,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1823042563507 49.88178496408944, -97.18183831779783 49.88177003141703, -97.18183297571687 49.88183848320411, -97.182298912811 49.881853428483, -97.1823042563507 49.88178496408944)))",49.88181173,-97.18206862
12080850000,508 BASSWOOD PLACE,FALSE,286000,8,508,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18304957567126 49.881809001542564, -97.1825838672437 49.88179390716353, -97.18257852645743 49.881862342845274, -97.18304424142288 49.88187743185817, -97.18304957567126 49.881809001542564)))",49.88183567,-97.18281405
12080876000,509 BASSWOOD PLACE,TRUE,322000,8,509,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.182298912811 49.881853428483, -97.18183297571687 49.88183848320411, -97.18182763493887 49.881906917992204, -97.18229357085372 49.88192186324394, -97.182298912811 49.881853428483)))",49.88188017,-97.18206327
12080851000,510 BASSWOOD PLACE,FALSE,289000,8,510,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18304424142288 49.88187743185817, -97.18257852645743 49.881862342845274, -97.18257318501978 49.88193077760738, -97.18303890678622 49.881945866853165, -97.18304424142288 49.88187743185817)))",49.8819041,-97.18280871
12080877000,511 BASSWOOD PLACE,FALSE,371000,8,511,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18229357083982 49.881921863243726, -97.18182763492497 49.88190691799198, -97.18182229287022 49.88197536887816, -97.18228822663035 49.88199032673446, -97.18229357083982 49.881921863243726)))",49.88194862,-97.18205794
12080852000,512 BASSWOOD PLACE,FALSE,304000,8,512,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18303890680046 49.8819458668444, -97.1825731850337 49.88193077760761, -97.1825678435022 49.88199921328482, -97.18303357250282 49.8820142971574, -97.18303890680046 49.8819458668444)))",49.88197254,-97.18280337
12080878000,513 BASSWOOD PLACE,FALSE,460000,8,513,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18228822663035 49.88199032673446, -97.18182229287022 49.88197536887816, -97.18181695136192 49.882043803634986, -97.18228288534722 49.882058761504155, -97.18228822663035 49.88199032673446)))",49.88201707,-97.18205259
12080853000,514 BASSWOOD PLACE,FALSE,271000,8,514,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18303357250282 49.8820142971574, -97.1825678435022 49.88199921328482, -97.18256250195299 49.88206764896086, -97.18302823818755 49.882082727469225, -97.18303357250282 49.8820142971574)))",49.88204097,-97.18279804
12080879000,515 BASSWOOD PLACE,TRUE,388000,8,515,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18228288534688 49.88205876151314, -97.1818169513755 49.88204380364419, -97.1818116085278 49.88211225542462, -97.18227754173638 49.88212722590197, -97.18228288534688 49.88205876151314)))",49.88208551,-97.18204725
12080854000,516 BASSWOOD PLACE,TRUE,362000,8,516,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18302823820144 49.88208272746944, -97.18256250196691 49.882067648961076, -97.18255716047621 49.882136083719644, -97.18302290351212 49.882151162451905, -97.18302823820144 49.88208272746944)))",49.88210941,-97.1827927
12080880000,517 BASSWOOD PLACE,TRUE,383000,8,517,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18227754173638 49.88212722590197, -97.1818116085278 49.88211225542462, -97.1818062676655 49.88218069019874, -97.18227219972259 49.88219566064939, -97.18227754173638 49.88212722590197)))",49.88215396,-97.1820419
12080855000,518 BASSWOOD PLACE,FALSE,282000,8,518,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18302290351212 49.882151162451905, -97.18255716047621 49.882136083719644, -97.1825518196631 49.8822045184969, -97.18301756810986 49.882219597413275, -97.18302290351212 49.882151162451905)))",49.88217784,-97.18278736
12080881000,519 BASSWOOD PLACE,FALSE,292000,8,519,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18227219972225 49.882195660658375, -97.18180626766517 49.88218069020773, -97.18180092553965 49.88224914108917, -97.1822668553804 49.882264125042894, -97.18227219972225 49.882195660658375)))",49.8822224,-97.18203657
12080856000,520 BASSWOOD PLACE,FALSE,393000,8,520,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18301756812376 49.8822195974135, -97.182551819677 49.88220451849712, -97.18254647877072 49.88227295417152, -97.18301223305951 49.882288027719845, -97.18301756812376 49.8822195974135)))",49.88224627,-97.18278202
12080882000,521 BASSWOOD PLACE,FALSE,261000,8,521,BASSWOOD,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.1822668553804 49.882264125042894, -97.18180092553965 49.88224914108917, -97.18179473010096 49.88232852542905, -97.18226065939606 49.882343509368496, -97.1822668553804 49.882264125042894)))",49.88229633,-97.18203079
12080857000,524 BASSWOOD PLACE,FALSE,335000,8,524,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18301223305951 49.882288027719845, -97.18254647877072 49.88227295417152, -97.18253942782863 49.882363289866156, -97.18300519152194 49.88237835811716, -97.18301223305951 49.882288027719845)))",49.88232566,-97.18277583
12080883000,525 BASSWOOD PLACE,FALSE,462000,8,525,BASSWOOD,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.18226065938214 49.882343509368276, -97.18179473010096 49.88232852542905, -97.18178874683456 49.882405188474046, -97.1822546745962 49.88242018503, -97.18226065938214 49.882343509368276)))",49.88237435,-97.18202471
12080858000,526 BASSWOOD PLACE,TRUE,316000,8,526,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18300519150837 49.88237835810794, -97.18253942781506 49.88236328985695, -97.18253216322599 49.88245636204122, -97.18299793661407 49.882471425009165, -97.18300519150837 49.88237835810794)))",49.88241736,-97.18276868
12080884000,527 BASSWOOD PLACE,FALSE,350000,8,527,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1822546745962 49.88242018503, -97.18178874683421 49.88240518848305, -97.18178276289902 49.88248185243391, -97.18224868914146 49.88249686159756, -97.1822546745962 49.88242018503)))",49.88245102,-97.18201872
12080859000,528 BASSWOOD PLACE,FALSE,299000,8,528,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18299793661407 49.882471425009165, -97.18253216322599 49.88245636204122, -97.18252511233128 49.88254669591639, -97.18299089469106 49.88256175918411, -97.18299793661407 49.882471425009165)))",49.88250906,-97.18276153
12080885000,529 BASSWOOD PLACE,FALSE,332000,8,529,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1822486891418 49.88249686158857, -97.18178276289902 49.88248185243391, -97.18177603164045 49.88256809634519, -97.18224195582917 49.88258311811975, -97.1822486891418 49.88249686158857)))",49.88253248,-97.18201237
12080860000,530 BASSWOOD PLACE,FALSE,346000,8,530,BASSWOOD,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.18299089469106 49.88256175918411, -97.18252511233128 49.88254669591639, -97.1825187024028 49.88262881761853, -97.18298449291859 49.88264388116204, -97.18299089469106 49.88256175918411)))",49.88259529,-97.1827548
12080886000,531 BASSWOOD PLACE,FALSE,326000,8,531,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18224195581526 49.88258311811953, -97.1817760316262 49.88256809635397, -97.18176887472559 49.88265979893153, -97.18223479734655 49.882674820661094, -97.18224195581526 49.88258311811953)))",49.88262146,-97.18200541
12080861000,532 BASSWOOD PLACE,FALSE,378000,8,532,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18298449291892 49.88264388115304, -97.18251870238889 49.88262881761831, -97.18251229263703 49.8827109402394, -97.18297809119981 49.882725998435106, -97.18298449291892 49.88264388115304)))",49.88267741,-97.18274839
12080887000,533 BASSWOOD PLACE,FALSE,313000,8,533,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18223479734655 49.882674820661094, -97.18176887472559 49.88265979893153, -97.18176182461995 49.882750132812326, -97.18222774660543 49.88276515452916, -97.18223479734655 49.882674820661094)))",49.88271248,-97.18199831
12080862000,534 BASSWOOD PLACE,FALSE,308000,8,534,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18297809119981 49.882725998435106, -97.18251229263703 49.8827109402394, -97.18250588341688 49.882793062849515, -97.18297168891199 49.88280811572494, -97.18297809119981 49.882725998435106)))",49.88275953,-97.18274199
12080888000,535 BASSWOOD PLACE,FALSE,312000,8,535,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1822277466051 49.88276515453815, -97.18176182461995 49.882750132812326, -97.18175477145576 49.88284049985312, -97.18222069078035 49.882855547691904, -97.1822277466051 49.88276515453815)))",49.88280283,-97.18199127
12080863000,536 BASSWOOD PLACE,FALSE,349000,8,536,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18297168891199 49.88280811572494, -97.18250588341654 49.88279306285851, -97.18249947368992 49.88287518455989, -97.18296528677138 49.88289023768417, -97.18297168891199 49.88280811572494)))",49.88284165,-97.18273558
12080889000,537 BASSWOOD PLACE,FALSE,366000,8,537,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18222069078035 49.882855547691904, -97.18175477145576 49.88284049985312, -97.1817475066874 49.88293357109509, -97.18221342538882 49.88294861892208, -97.18222069078035 49.882855547691904)))",49.88289456,-97.1819841
12080864000,538 BASSWOOD PLACE,FALSE,339000,8,538,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18296528677138 49.88289023768417, -97.18249947368992 49.88287518455989, -97.18248985862841 49.882998368015095, -97.18295568440476 49.883013415956405, -97.18296528677138 49.88289023768417)))",49.8829443,-97.18272757
12080890000,541 BASSWOOD PLACE,FALSE,342000,8,541,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18221342538882 49.88294861892208, -97.1817475066874 49.88293357109509, -97.1817389610044 49.88304306670386, -97.18220487890655 49.88305811451168, -97.18221342538882 49.88294861892208)))",49.88299584,-97.18197619
