roll_number,full_address,has_garden,total_assessed_value,street_number,street_name,property_use_code,geometry,centroid_lat,centroid_lon
12081681000.0,169 LIPTON STREET,False,250000.0,169.0,LIPTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17343001471937 49.88202405666001, -97.17383106886055 49.88203634856213, -97.17383625699348 49.88196799375825, -97.17343517254963 49.881955709759225, -97.17343001471937 49.88202405666001)))",49.881996026896026,-97.17363313262108
12081399000.0,169 SHERBURN STREET,False,246000.0,169.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1756616675063 49.88223513003519, -97.17604855846669 49.882246935877205, -97.17605542851811 49.88215661898385, -97.17566854686153 49.882144807011244, -97.1756616675063 49.88223513003519)))",49.88219587307867,-97.17585854804068
12083018000.0,169 WALNUT STREET,True,241000.0,169.0,WALNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16325106464372 49.8832805453547, -97.16368207634724 49.883292034682995, -97.16368708514236 49.883223574716766, -97.16325607679485 49.88321208635688, -97.16325106464372 49.8832805453547)))",49.88325206033537,-97.16346907618896
12090069000.0,17 DUNDURN PLACE,False,378000.0,17.0,DUNDURN,RESDU - DUPLEX,"MULTIPOLYGON (((-97.16195355432055 49.88122413890779, -97.1619341719864 49.88149800288877, -97.16209309853639 49.8815022544879, -97.16211247972637 49.88122839406448, -97.16195355432055 49.88122413890779)))",49.881363197710506,-97.16202332596018
12082132000.0,17 EVANSON STREET,True,355000.0,17.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17081835054476 49.87777787857072, -97.17082372546902 49.87770435959945, -97.17049737257058 49.877694351250064, -97.17049198441032 49.87776786999064, -97.17081835054476 49.87777787857072)))",49.87773611509897,-97.17065785816582
12090168000.0,17 FAWCETT AVENUE,False,234000.0,17.0,FAWCETT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16154390732153 49.8843688037915, -97.16152456107854 49.88464230880788, -97.1616326468716 49.88464541011334, -97.16165219261227 49.88437191454232, -97.16154390732153 49.8843688037915)))",49.88450706722605,-97.16158832984088
12081794000.0,17 LENORE STREET,False,354000.0,17.0,LENORE,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17145758039428 49.87808387799258, -97.17184989969907 49.87809600493235, -97.17185654209125 49.87800567381186, -97.17146417492874 49.87799354343761, -97.17145758039428 49.87808387799258)))",49.87804477410081,-97.1716570486398
12090243000.0,17 PURCELL AVENUE,False,472000.0,17.0,PURCELL,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16182642017694 49.88308263893395, -97.16184574657152 49.88280893308771, -97.16171227667203 49.88280503374333, -97.16169294796993 49.88307876181499, -97.16182642017694 49.88308263893395)))",49.88294384199455,-97.1617693469347
12082295000.0,170 ARLINGTON STREET,False,432000.0,170.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17008436630668 49.88246023039469, -97.16975295129495 49.882450090163715, -97.16974666590754 49.882535640513446, -97.17007809684056 49.882545780111464, -97.17008436630668 49.88246023039469)))",49.88249793562551,-97.16991551970165
12082810000.0,170 CANORA STREET,True,440000.0,170.0,CANORA,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16622683698046 49.882956869708686, -97.16661687806624 49.88296778604388, -97.1666249515392 49.88285838955321, -97.16623487481485 49.88284738993206, -97.16622683698046 49.882956869708686)))",49.882907607149704,-97.16642586103244
12083075000.0,170 CHESTNUT STREET,False,340000.0,170.0,CHESTNUT,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16509933388521 49.882665921377246, -97.16550121032809 49.88267663501554, -97.16550786239995 49.88258627983643, -97.16510600649823 49.88257556554435, -97.16509933388521 49.882665921377246)))",49.88262610081476,-97.1653036028052
12082682000.0,170 ETHELBERT STREET,False,352000.0,170.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16781187651881 49.88206193609128, -97.16742358182304 49.88205189704046, -97.16741310523457 49.88219324514914, -97.16780115526778 49.88220327789771, -97.16781187651881 49.88206193609128)))",49.88212758162077,-97.16761243027308
12082313000.0,170 EVANSON STREET,True,321000.0,170.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17106806411203 49.88249036383928, -97.17072931151904 49.88248002877168, -97.17072305530208 49.882565589521, -97.17106182118275 49.88257592031618, -97.17106806411203 49.88249036383928)))",49.882527975837554,-97.1708955614691
12081929000.0,170 LENORE STREET,False,388000.0,170.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17220131881054 49.88243948251227, -97.17181162041535 49.88242753679208, -97.17180497612695 49.88251785702697, -97.17219461813777 49.882529803675915, -97.17220131881054 49.88243948251227)))",49.88247866894571,-97.17200313440604
12081742000.0,170 LIPTON STREET,False,509000.0,170.0,LIPTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17448493439045 49.88205640061485, -97.17408528737488 49.882044143937684, -97.17407698131464 49.88215357139279, -97.17447663286144 49.882165842557676, -97.17448493439045 49.88205640061485)))",49.88210498988762,-97.1742809633322
12082081000.0,170 RUBY STREET,True,445000.0,170.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1729249488438 49.882642347093885, -97.17331450573856 49.88265414740705, -97.17332132066807 49.882563879261944, -97.1729317024341 49.88255206360935, -97.1729249488438 49.882642347093885)))",49.88260310799247,-97.17312311467477
12083056000.0,170 WALNUT STREET,False,365000.0,170.0,WALNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16433736880441 49.88324098270469, -97.16394137712766 49.883230441820224, -97.16393636767496 49.883298891890796, -97.16433233619028 49.883309434221914, -97.16433736880441 49.88324098270469)))",49.88326993735436,-97.16413686346634
12082537000.0,171 ARLINGTON STREET,False,509000.0,171.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16906045291421 49.88250541353135, -97.16905376449175 49.882595733833156, -97.16947928903126 49.882608885159655, -97.16948597530538 49.88251856390365, -97.16906045291421 49.88250541353135)))",49.88255714915686,-97.16926987078052
12082848000.0,171 CANORA STREET,False,423000.0,171.0,CANORA,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16553825327044 49.88309619074405, -97.1659355564283 49.88310678020688, -97.16594372212684 49.882995561038435, -97.16554644210488 49.882984972864904, -97.16553825327044 49.88309619074405)))",49.88304587675977,-97.1657409936427
12081680000.0,171 LIPTON STREET,False,280000.0,171.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17342315243991 49.88211498887477, -97.1738241653403 49.88212728836874, -97.17383106886055 49.88203634856213, -97.17343001471937 49.88202405666001, -97.17342315243991 49.88211498887477)))",49.88207566994931,-97.17362710364526
12081400000.0,171 SHERBURN STREET,False,340000.0,171.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17565478954602 49.88232545218001, -97.17604168838513 49.88233725276854, -97.17604855846669 49.882246935877205, -97.1756616675063 49.88223513003519, -97.17565478954602 49.88232545218001)))",49.882286192800706,-97.1758516740084
12083019000.0,171 WALNUT STREET,False,552000.0,171.0,WALNUT,RESDU - DUPLEX,"MULTIPOLYGON (((-97.16324103750857 49.8834174633028, -97.1636720559583 49.88342895366895, -97.16367706617822 49.88336049372707, -97.16368207634724 49.883292034682995, -97.16325106464372 49.8832805453547, -97.16324605108454 49.88334900432931, -97.16324103750857 49.8834174633028)))",49.8833547494386,-97.16346155882616
12082296000.0,172 ARLINGTON STREET,False,246000.0,172.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17007809684056 49.882545780111464, -97.16974666590754 49.882535640513446, -97.16974037906863 49.88262119173839, -97.17007182592296 49.88263133070343, -97.17007809684056 49.882545780111464)))",49.88258348609635,-97.16990924154912
12083076000.0,172 CHESTNUT STREET,False,246000.0,172.0,CHESTNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16509266216651 49.88275627634125, -97.16549455682402 49.88276699047628, -97.16550121032809 49.88267663501554, -97.16509933388521 49.882665921377246, -97.16509266216651 49.88275627634125)))",49.88271645614397,-97.16529694077992
12081930000.0,172 LENORE STREET,False,424000.0,172.0,LENORE,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17179833180923 49.88260817725986, -97.17218791743547 49.882620124837544, -97.17219461813777 49.882529803675915, -97.17180497612695 49.88251785702697, -97.17179833180923 49.88260817725986)))",49.88256898964382,-97.17199646191077
12090211000.0,172 MARYLAND STREET,False,291000.0,172.0,MARYLAND,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16139160978672 49.88370064798745, -97.16096756694469 49.88368843505709, -97.16096116829561 49.88377879330962, -97.16138521426292 49.88379100633617, -97.16139160978672 49.88370064798745)))",49.88373972072816,-97.16117638982097
12082082000.0,172 RUBY STREET,False,331000.0,172.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17291819518984 49.88273263147534, -97.1733076907452 49.882744416449086, -97.17331450573856 49.88265414740705, -97.1729249488438 49.882642347093885, -97.17291819518984 49.88273263147534)))",49.88269338425572,-97.17311633038302
12083055000.0,172 WALNUT STREET,False,172000.0,172.0,WALNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16433233619028 49.883309434221914, -97.16393636767496 49.883298891890796, -97.16393135959675 49.88336734198226, -97.16432730498468 49.883377884861055, -97.16433233619028 49.883309434221914)))",49.88333838792196,-97.16413184269577
12082538000.0,173 ARLINGTON STREET,False,223000.0,173.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16905376449175 49.882595733833156, -97.16904707743107 49.88268605415495, -97.16947260269363 49.88269920731264, -97.16947928903126 49.882608885159655, -97.16905376449175 49.882595733833156)))",49.88264747015215,-97.16926318411934
12081524500.0,173 AUBREY STREET,False,327000.0,173.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1751130441053 49.879777983365884, -97.17512319661101 49.87964468513578, -97.17473661780204 49.879632836043605, -97.17472651004263 49.87976613764803, -97.1751130441053 49.879777983365884)))",49.87970540924331,-97.1749248417554
12082262000.0,173 EVANSON STREET,True,231000.0,173.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17046258332913 49.88264328279411, -97.17013113767231 49.88263314496666, -97.17012486547569 49.882718694640275, -97.17045632705388 49.882728831834676, -97.17046258332913 49.88264328279411)))",49.88268098888858,-97.170293727997
12082505000.0,173 HOME STREET,False,504000.0,173.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16791190090257 49.88174575428903, -97.16832409744728 49.88175842038847, -97.1683322245912 49.88164869181839, -97.16792008443387 49.88163592139298, -97.16791190090257 49.88174575428903)))",49.88169719702764,-97.16812204365452
12081844000.0,173 LENORE STREET,True,339000.0,173.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17151868799141 49.882599624100045, -97.17112888313987 49.88258773917349, -97.17112229292628 49.88267806742207, -97.17151204305652 49.882689946107114, -97.17151868799141 49.882599624100045)))",49.88263884308746,-97.17132047521544
12081679000.0,173 LIPTON STREET,False,547000.0,173.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17341629013006 49.88220592108746, -97.17381726266026 49.882218229077516, -97.1738241653403 49.88212728836874, -97.17342315243991 49.88211498887477, -97.17341629013006 49.88220592108746)))",49.88216660621259,-97.17362022126824
12081401000.0,173 SHERBURN STREET,False,401000.0,173.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1756479101643 49.88241577430091, -97.17603481963076 49.8824275705787, -97.17604168838513 49.88233725276854, -97.17565478954602 49.88232545218001, -97.1756479101643 49.88241577430091)))",49.8823765126066,-97.17584480026564
12082297000.0,174 ARLINGTON STREET,False,275000.0,174.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17007182592296 49.88263133070343, -97.16974037906863 49.88262119173839, -97.16973409359466 49.88270674298349, -97.17006555497915 49.88271688129362, -97.17007182592296 49.88263133070343)))",49.8826690369797,-97.1699029630144
12081454600.0,174 AUBREY STREET,False,325000.0,174.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1757791980588 49.87979838543384, -97.17578934313856 49.87966508793672, -97.17540280517063 49.87965325520431, -97.17539265346586 49.87978655256835, -97.1757791980588 49.87979838543384)))",49.87972582047552,-97.17559099992717
12082811000.0,174 CANORA STREET,False,410000.0,174.0,CANORA,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16621477899625 49.8831211050732, -97.16660476927416 49.88313185629114, -97.1666168780659 49.88296778605287, -97.16622683698046 49.882956869708686, -97.16621477899625 49.8831211050732)))",49.88304440117906,-97.16641578364296
12083077000.0,174 CHESTNUT STREET,False,495000.0,174.0,CHESTNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16508578714428 49.882849378436994, -97.16548770238704 49.88286009282804, -97.1654945568101 49.88276699047606, -97.16509266216617 49.88275627635024, -97.16508578714428 49.882849378436994)))",49.88280818491736,-97.16529017699568
12082312000.0,174 EVANSON STREET,False,386000.0,174.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17106182118275 49.88257592031618, -97.17072305530208 49.882565589521, -97.17071679905892 49.88265115026853, -97.17105557819335 49.88266147769028, -97.17106182118275 49.88257592031618)))",49.882613534684225,-97.17088931217066
12081931000.0,174 LENORE STREET,False,351000.0,174.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17179168742821 49.88269849838971, -97.17218121809488 49.882710446019125, -97.17218791743547 49.882620124837544, -97.17179833180923 49.88260817725986, -97.17179168742821 49.88269849838971)))",49.88265931058625,-97.17198978939322
12081743000.0,174 LIPTON STREET,False,289000.0,174.0,LIPTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17447663286144 49.882165842557676, -97.17407698131464 49.88215357139279, -97.17406867524411 49.88226299794594, -97.17446833264559 49.88227528541839, -97.17447663286144 49.882165842557676)))",49.8822144246406,-97.17427266040096
12090210000.0,174 MARYLAND STREET,False,427000.0,174.0,MARYLAND,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16138521426292 49.88379100633617, -97.16096116830953 49.883778793309844, -97.16095477007121 49.88386915245788, -97.16137881720857 49.88388138626514, -97.16138521426292 49.88379100633617)))",49.88383008487269,-97.16117000055584
12081372000.0,174 SHERBURN STREET,False,298000.0,174.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1763145167536 49.88243614156191, -97.17670145870511 49.88244793342443, -97.17670831912856 49.88235761904766, -97.17632138230718 49.882345820988796, -97.1763145167536 49.88243614156191)))",49.88239687877714,-97.17651141695394
12082539000.0,175 ARLINGTON STREET,False,441000.0,175.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16904707743107 49.88268605415495, -97.16904038891563 49.882776375351725, -97.16946591636054 49.88278952856464, -97.16947260269363 49.88269920731264, -97.16904707743107 49.88268605415495)))",49.88273779138443,-97.16925649634256
12081526000.0,175 AUBREY STREET,False,335000.0,175.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17510616267624 49.8798683090592, -97.1751130441053 49.879777983365884, -97.17472651004263 49.87976613764803, -97.17471966124918 49.87985646473524, -97.17510616267624 49.8798683090592)))",49.87981722306166,-97.1749163444266
12082261000.0,175 EVANSON STREET,False,277000.0,175.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17011859461009 49.88280424523301, -97.17045007210973 49.88281438179436, -97.17045632705388 49.882728831834676, -97.17012486547569 49.882718694640275, -97.17011859461009 49.88280424523301)))",49.882766538705226,-97.1702874644266
12082506000.0,175 HOME STREET,False,440000.0,175.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16791190090257 49.88174575428903, -97.1679051648353 49.88183614035456, -97.1683174071497 49.88184872084543, -97.16832409744728 49.88175842038847, -97.16791190090257 49.88174575428903)))",49.88179725867664,-97.1681146095212
12081845000.0,175 LENORE STREET,False,425000.0,175.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17151204305652 49.882689946107114, -97.17112229292628 49.88267806742207, -97.17111510345869 49.88277659015741, -97.17150479567076 49.88278845610277, -97.17151204305652 49.882689946107114)))",49.882733263600386,-97.17131355525866
12081678000.0,175 LIPTON STREET,False,353000.0,175.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17340942780378 49.88229685329832, -97.17381035957948 49.88230916889688, -97.17381726267416 49.882218229077736, -97.17341629014399 49.88220592108768, -97.17340942780378 49.88229685329832)))",49.88225754243227,-97.17361333835557
12081890000.0,175 RUBY STREET,False,833000.0,175.0,RUBY,RESAP - APARTMENTS,"MULTIPOLYGON (((-97.17230259353559 49.881989952749585, -97.17269257540603 49.88200189500695, -97.17270107286349 49.881888303614616, -97.1723110202866 49.88187636095023, -97.17230259353559 49.881989952749585)))",49.8819391263828,-97.1725018161524
12081402000.0,175 SHERBURN STREET,False,284000.0,175.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17564103210977 49.882506097340624, -97.1760279494889 49.882517887465944, -97.17603481963076 49.8824275705787, -97.1756479101643 49.88241577430091, -97.17564103210977 49.882506097340624)))",49.88246683249662,-97.17583792556027
12082298000.0,176 ARLINGTON STREET,False,228000.0,176.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17006555497915 49.88271688129362, -97.16973409359466 49.88270674298349, -97.16972780812841 49.882792293327846, -97.17005928543433 49.882802431005, -97.17006555497915 49.88271688129362)))",49.882754587482125,-97.16989668514834
12081456000.0,176 AUBREY STREET,False,348000.0,176.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1757791980588 49.87979838543384, -97.17539265346586 49.87978655256835, -97.17538577537279 49.87987687742879, -97.1757723235005 49.879888709469924, -97.1757791980588 49.87979838543384)))",49.87983763128252,-97.17558248726256
12082812000.0,176 CANORA STREET,False,641000.0,176.0,CANORA,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16620674108836 49.88323058394351, -97.16659669499803 49.88324125275446, -97.16660476927416 49.88313185629114, -97.16621477899625 49.8831211050732, -97.16620674108836 49.88323058394351)))",49.88318119786264,-97.1664057220366
12082681000.0,176 ETHELBERT STREET,False,461000.0,176.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16780115526812 49.88220327788872, -97.1674131052349 49.882193245140144, -97.16740543509994 49.88229673056085, -97.16779330481751 49.88230677235437, -97.16780115526812 49.88220327788872)))",49.882250002611094,-97.16760325467868
12082311000.0,176 EVANSON STREET,False,366000.0,176.0,EVANSON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17071679905892 49.88265115026853, -97.1707105427896 49.88273671101427, -97.17104933382056 49.88274703414165, -97.17105557819335 49.88266147769028, -97.17071679905892 49.88265115026853)))",49.882699093475175,-97.1708830619146
12081932000.0,176 LENORE STREET,False,437000.0,176.0,LENORE,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17178504305186 49.8827888186186, -97.17217451733352 49.88280076717673, -97.17218121809488 49.882710446019125, -97.17179168742821 49.88269849838971, -97.17178504305186 49.8827888186186)))",49.88274963149448,-97.17198311751048
12090184000.0,176 MARYLAND STREET,False,361000.0,176.0,MARYLAND,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16137881720857 49.88388138626514, -97.16095477007121 49.88386915245788, -97.16094527013043 49.88400332402752, -97.16136932196567 49.88401553724988, -97.16137881720857 49.88388138626514)))",49.88394234992837,-97.1611620393914
12083054000.0,176 WALNUT STREET,False,238000.0,176.0,WALNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16392635011049 49.883435792050534, -97.16432227233688 49.88344633637599, -97.16432730498468 49.883377884861055, -97.16393135959675 49.88336734198226, -97.16392635011049 49.883435792050534)))",49.88340683851238,-97.1641268227742
12082540000.0,177 ARLINGTON STREET,False,295000.0,177.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16904038891563 49.882776375351725, -97.16903370040471 49.882866695647536, -97.16945922996395 49.882879850713614, -97.16946591636054 49.88278952856464, -97.16904038891563 49.882776375351725)))",49.88282811263076,-97.16924980960856
12081527000.0,177 AUBREY STREET,False,280000.0,177.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17509928260816 49.87995863477237, -97.17510616267624 49.8798683090592, -97.17471966124918 49.87985646473524, -97.17471281239176 49.87994679271941, -97.17509928260816 49.87995863477237)))",49.87990754969742,-97.17490947931005
12082849000.0,177 CANORA STREET,False,394000.0,177.0,CANORA,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16553006296616 49.8832074094971, -97.16592738932815 49.88321799845132, -97.1659355564283 49.88310678020688, -97.16553825327044 49.88309619074405, -97.16553006296616 49.8832074094971)))",49.88315709525527,-97.16573281512372
12082793000.0,177 ETHELBERT STREET,False,357000.0,177.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16673557491261 49.882277645757874, -97.16712576440494 49.88228855543069, -97.16714066858329 49.88208750290038, -97.16673981851424 49.882220044967674, -97.16673557491261 49.882277645757874)))",49.88221281483742,-97.16697201493784
12082260000.0,177 EVANSON STREET,False,266000.0,177.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17045007210973 49.88281438179436, -97.17011859461009 49.88280424523301, -97.17011232236098 49.882889794903036, -97.17044381578212 49.88289993083133, -97.17045007210973 49.88281438179436)))",49.88285208852006,-97.17028120082998
12082507000.0,177 HOME STREET,False,340000.0,177.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1679051648353 49.88183614035456, -97.16789843016362 49.8819265255411, -97.16831071821385 49.88193902132238, -97.1683174071497 49.88184872084543, -97.1679051648353 49.88183614035456)))",49.881887601740985,-97.16810789736886
12081846000.0,177 LENORE STREET,True,420000.0,177.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17150479567076 49.88278845610277, -97.17111510345869 49.88277659015741, -97.17110911098652 49.88285872479028, -97.17149875313277 49.882870589216274, -97.17150479567076 49.88278845610277)))",49.882823589187346,-97.17130694087862
12081891000.0,177 RUBY STREET,True,257000.0,177.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17229589310251 49.88208027482756, -97.17268581862358 49.88209221711517, -97.17269257540603 49.88200189500695, -97.17230259353559 49.881989952749585, -97.17229589310251 49.88208027482756)))",49.88204108385899,-97.17249422087808
12083021000.0,177 WALNUT STREET,False,219000.0,177.0,WALNUT,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.1632360239158 49.88348592227512, -97.16366704714697 49.88349741273277, -97.1636720559583 49.88342895366895, -97.16324103750857 49.8834174633028, -97.16323847169076 49.88345249600817, -97.1632360239158 49.88348592227512)))",49.8834574380564,-97.16345404105962
12082299000.0,178 ARLINGTON STREET,False,327000.0,178.0,ARLINGTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17005928543433 49.882802431005, -97.16972780812841 49.882792293327846, -97.16972152121063 49.88287784454739, -97.17005301443804 49.882887981591594, -97.17005928543433 49.882802431005)))",49.88284013794758,-97.16989040691708
12082310000.0,178 EVANSON STREET,False,252000.0,178.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17104933382056 49.88274703414165, -97.1707105427896 49.88273671101427, -97.17070428649409 49.882822271758215, -97.17104309081286 49.88283259061319, -97.17104933382056 49.88274703414165)))",49.88278465210738,-97.17087681191938
12081933000.0,178 LENORE STREET,False,288000.0,178.0,LENORE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17177840003741 49.882879138867416, -97.17216781654263 49.88289108833234, -97.17217451733352 49.88280076717673, -97.17178504305186 49.8827888186186, -97.17177840003741 49.882879138867416)))",49.88283995216543,-97.17197644528416
12081744000.0,178 LIPTON STREET,False,330000.0,178.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17446833264559 49.88227528541839, -97.17406867524411 49.88226299794594, -97.17406036909549 49.88237242539507, -97.17446003241949 49.88238472737715, -97.17446833264559 49.88227528541839)))",49.882323859327855,-97.17426435668924
12090183000.0,178 MARYLAND STREET,False,250000.0,178.0,MARYLAND,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16136932196567 49.88401553724988, -97.16094527013043 49.88400332402752, -97.16094022934861 49.884074516351326, -97.16136428358006 49.88408672063217, -97.16136932196567 49.88401553724988)))",49.88404502446133,-97.16115477179072
12083053000.0,178 WALNUT STREET,False,321000.0,178.0,WALNUT,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16392134199872 49.88350424213969, -97.16431724109759 49.88351478701285, -97.16432227233688 49.88344633637599, -97.16392635011049 49.883435792050534, -97.16392134199872 49.88350424213969)))",49.88347528907769,-97.16412180197004
12081528000.0,179 AUBREY STREET,False,268000.0,179.0,AUBREY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17509240254378 49.880048959584556, -97.17509928260816 49.87995863477237, -97.17471281239176 49.87994679271941, -97.17470596353816 49.88003711980255, -97.17509240254378 49.880048959584556)))",49.879997876095544,-97.17490261484916
12082794000.0,179 ETHELBERT STREET,True,403000.0,179.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16672891883412 49.88236799167292, -97.16711906701465 49.882378900198724, -97.16712576439137 49.88228855542149, -97.16673557489902 49.882277645748665, -97.16672891883412 49.88236799167292)))",49.88232827246338,-97.1669273313466
12082508000.0,179 HOME STREET,False,429000.0,179.0,HOME,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.16789843016362 49.8819265255411, -97.16788322227119 49.88201664636983, -97.16830402921448 49.88202932269627, -97.16831071821385 49.88193902132238, -97.16789843016362 49.8819265255411)))",49.881978031668105,-97.16809905186226
12081677000.0,179 LIPTON STREET,False,626000.0,179.0,LIPTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17340256535753 49.88238778640521, -97.17380345639928 49.88240010869511, -97.17381035956556 49.88230916889666, -97.17340942778986 49.8822968532981, -97.17340256535753 49.88238778640521)))",49.88234847865461,-97.1736064552469
12081892000.0,179 RUBY STREET,True,423000.0,179.0,RUBY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17228919267386 49.882170596004556, -97.17267906181137 49.88218253922137, -97.17268581862358 49.88209221711517, -97.17229589310251 49.88208027482756, -97.17228919267386 49.882170596004556)))",49.882131405736715,-97.172487492587
